Article,Point,Content
Art. 186,3,"69) Marszałek Sejmu udziela głosu Pierwszemu Prezesowi Sądu Najwyższego - Przewodniczącemu Trybunału Stanu, Prezesowi Trybunału Konstytucyjnego, Rzecznikowi Praw Obywatelskich, Rzecznikowi Praw Dziecka, Prezesowi Naczelnego Sądu Administracyjnego, Przewodniczącemu Państwowej Komisji Wyborczej, Przewodniczącemu Krajowej Rady Sądownictwa, Prokuratorowi Generalnemu, Przewodniczącemu Krajowej Rady Radiofonii i Telewizji, Przewodniczącemu Rady Mediów Narodowych, Prezesowi Urzędu Ochrony Danych Osobowych oraz Prezesowi Narodowego Banku Polskiego - w sprawach objętych zakresem ich ustawowej działalności - poza kolejnością mówców zapisanych do głosu."
Art. 187,,"Z zastrzeżeniem wynikającym z art. 186, po wyczerpaniu listy mówców zapisanych do głosu mogą przemawiać jedynie wnioskodawca, przedstawiciel Komisji Ustawodawczej, o którym mowa w art. 85, oraz sprawozdawca, a następnie Marszałek Sejmu zamyka dyskusję."
Art. 187a,,"Poseł może na posiedzeniu, w którym uczestniczy, złożyć Marszałkowi Sejmu podpisany przez siebie tekst wystąpienia niewygłoszonego w danym punkcie porządku dziennego i tekst niewygłoszonego oświadczenia poselskiego. Marszałek Sejmu może wyrazić zgodę na opublikowanie takiego tekstu w sprawozdaniu stenograficznym z przebiegu posiedzenia Sejmu."
Art. 188,1,"Po zamknięciu dyskusji Marszałek Sejmu oznajmia, że Sejm przystępuje do głosowania. Od tej chwili można zabierać głos tylko dla zgłoszenia lub uzasadnienia wniosku formalnego o sposobie lub porządku głosowania i to jedynie przed wezwaniem posłów przez Marszałka do głosowania."
Art. 188,2,Głosowanie jest jawne i odbywa się przez:
Art. 188,1,"podniesienie ręki przy równoczesnym wykorzystaniu urządzenia do liczenia głosów,"
Art. 188,2,użycie kart do głosowania podpisanych imieniem i nazwiskiem posła (głosowanie imienne).
Art. 188,3,"W razie niemożności przeprowadzenia głosowania przy pomocy urządzenia do liczenia głosów, Marszałek Sejmu może zarządzić głosowanie przez podniesienie ręki i obliczenie głosów przez sekretarzy."
Art. 188,4,"O przeprowadzeniu głosowania imiennego decyduje Sejm większością głosów na wniosek Marszałka Sejmu lub na pisemny wniosek poparty przez co najmniej 30 posłów. Głosowanie imienne odbywa się przy wykorzystaniu przygotowanej w tym celu urny; posłowie kolejno, w porządku alfabetycznym, wyczytywani przez sekretarza Sejmu, wrzucają swoje kartki do urny. Otwarcia urny oraz obliczenia głosów dokonuje pięciu, wyznaczonych przez Marszałka Sejmu, sekretarzy Sejmu."
Art. 188,5,"Wyniki głosowania ogłasza Marszałek Sejmu. Wyniki głosowania imiennego Marszałek ogłasza na podstawie protokołu przedstawionego przez sekretarzy Sejmu dokonujących obliczenia głosów. Wyniki głosowania są ostateczne i nie mogą być przedmiotem dyskusji, z zastrzeżeniem art. 189."
Art. 189,1,"W razie gdy wynik głosowania budzi uzasadnione wątpliwości, Sejm może dokonać reasumpcji głosowania."
Art. 189,2,"Wniosek może być zgłoszony wyłącznie na posiedzeniu, na którym odbyło się głosowanie."
Art. 189,3,Sejm rozstrzyga o reasumpcji głosowania na pisemny wniosek co najmniej 30 posłów.
Art. 189,4,Reasumpcji głosowania nie podlegają wyniki głosowania imiennego.
Art. 190,,"Sejm uchwala ustawy większością głosów w obecności co najmniej połowy ustawowej liczby posłów, chyba że Konstytucja stanowi inaczej. W tym samym trybie Sejm podejmuje uchwały i inne rozstrzygnięcia, jeżeli przepisy Konstytucji, ustaw albo Regulaminu Sejmu nie stanowią inaczej."
Art. 191,1,"Interpelacje, wnioski o przedstawienie informacji bieżących, zapytania poselskie i pytania w sprawach bieżących mogą być kierowane do członków Rady Ministrów."
Art. 191,2,"Marszałek Sejmu wprowadza do porządku dziennego każdego posiedzenia Sejmu punkt ""Informacja bieżąca"" oraz punkt ""Pytania w sprawach bieżących""."
Art. 192,1,Posłowi przysługuje prawo złożenia interpelacji w sprawach o zasadniczym charakterze i odnoszących się do problemów związanych z polityką państwa.
Art. 192,2,Interpelacja powinna zawierać krótkie przedstawienie stanu faktycznego będącego jej przedmiotem oraz wynikające zeń pytania oraz powinna być skierowana zgodnie z właściwością interpelowanego.
Art. 192,3,Interpelację składa się w formie pisemnej na ręce Marszałka Sejmu.
Art. 192,4,"Prezydium Sejmu pozostawia bez biegu interpelację, która nie spełnia wymogów określonych w ust. 1 i 2."
Art. 192,5,"Prezydium Sejmu może zażądać skreślenia z interpelacji zwrotów sprzecznych z zasadami etyki poselskiej, pod rygorem nieprzyjęcia interpelacji."
Art. 192,6,Marszałek Sejmu przesyła interpelację niezwłocznie interpelowanemu.
Art. 192,7,"70) Informacja o złożonych interpelacjach oraz teksty interpelacji, którym Prezydium Sejmu nadało bieg, są udostępniane w Systemie Informacyjnym Sejmu."
Art. 193,1,Odpowiedź na interpelację jest udzielana w formie pisemnej nie później niż w terminie 21 dni od dnia otrzymania interpelacji.
Art. 193,2,"71) Odpowiedź pisemną składa się na ręce Marszałka Sejmu. Marszałek Sejmu przesyła odpowiedź na interpelację interpelantowi. Informacje o nadesłanych odpowiedziach na interpelacje, braku odpowiedzi na nie oraz teksty nadesłanych odpowiedzi są udostępniane w Systemie Informacyjnym Sejmu."
Art. 193,3,"W razie uznania odpowiedzi, o której mowa w ust. 2, za niezadowalającą interpelant może zwrócić się do Marszałka Sejmu o wystąpienie do interpelowanego z żądaniem dodatkowych wyjaśnień na piśmie, uzasadniając przyczyny nieprzyjęcia odpowiedzi. Z wnioskiem takim można wystąpić tylko raz, nie później niż w terminie 30 dni od dnia otrzymania niezadowalającej odpowiedzi. Dodatkowe wyjaśnienia udzielane są przez interpelowanego w terminie 21 dni od dnia otrzymania żądania dodatkowych wyjaśnień."
Art. 194,1,"Klubowi oraz grupie co najmniej 15 posłów przysługuje prawo złożenia wniosku o przedstawienie na posiedzeniu Sejmu przez członka Rady Ministrów informacji bieżącej, zwanej dalej ""informacją"". Przepisy art. 192 ust. 1-6 stosuje się odpowiednio."
Art. 194,2,"Wniosek, o którym mowa w ust. 1, przedkładany jest do godziny 21.00 dnia poprzedzającego dzień rozpoczęcia posiedzenia Sejmu, wraz z uzasadnieniem oraz wskazaniem jego adresata."
Art. 194,3,"Prezydium Sejmu, po zasięgnięciu opinii Konwentu Seniorów, ustala, która ze zgłoszonych propozycji informacji zostaje uwzględniona i rozpatrzona na najbliższym posiedzeniu Sejmu. Dokonując wyboru tematu informacji Prezydium Sejmu kieruje się przede wszystkim jej znaczeniem i aktualnością. Bierze także pod uwagę liczebność klubu lub koła, które zgłosiły propozycje tematyczne informacji."
Art. 194,4,"W przypadku braku jednolitej opinii Konwentu Seniorów w sprawie, o której mowa w ust. 3, o wyborze informacji rozstrzyga Sejm, po przedstawieniu sprawy przez Marszałka Sejmu. 4a. Wybrana zostaje, z zastrzeżeniem ust. 4b, informacja, która uzyskała większość głosów."
Art. 194,4," Jeżeli wyborowi zostają poddane więcej niż 2 informacje, wybrana zostaje ta, która uzyskała bezwzględną większość głosów. Jeżeli bezwzględnej większości głosów nie uzyskała żadna z poddanych pod głosowanie informacji, przeprowadza się głosowanie ponowne, wykreślając z listy głosowanych informacji tę informację, która uzyskała najmniejszą liczbę głosów. Głosowania przeprowadza się do momentu, w którym wyborowi zostają poddane dwie informacje; w tym przypadku stosuje się przepis ust. 4a."
Art. 194,5,"Prezydium Sejmu informuje posłów, która ze zgłoszonych informacji zostanie włączona do porządku dziennego określonego posiedzenia Sejmu."
Art. 194,6,Rozpatrzenie informacji na posiedzeniu Sejmu obejmuje przedstawienie uzasadnienia wniosku przez posła wyznaczonego przez podmiot uprawniony do jego złożenia oraz udzielenie odpowiedzi przez przedstawiciela Rady Ministrów. Przedstawienie uzasadnienia wniosku nie może trwać dłużej niż 5 minut; udzielenie odpowiedzi nie może trwać dłużej niż 10 minut.
Art. 194,7,W sprawie przedstawionej informacji przeprowadza się dyskusję.
Art. 194,8,"Wystąpienia w dyskusji posłów nie mogą trwać dłużej niż 2 minuty; kolejność wystąpień określa Marszałek Sejmu, uwzględniając naprzemienne zabieranie głosu przez posłów z klubów, kół oraz przez posłów niezrzeszonych."
Art. 194,9,"Na zakończenie dyskusji głos zabierają kolejno: przedstawiciel wnioskodawców oraz przedstawiciel Rady Ministrów; wystąpienie przedstawiciela wnioskodawców nie może trwać dłużej niż 5 minut, a wystąpienie przedstawiciela Rady Ministrów nie może trwać dłużej niż 10 minut. Marszałek Sejmu może wyrazić zgodę na wydłużenie wystąpienia przedstawiciela Rady Ministrów."
Art. 194,10,"Czas przeznaczony na rozpatrzenie punktu ""Informacja bieżąca"" nie może być dłuższy niż 90 minut."
Art. 195,1,"Zapytania poselskie składa się w sprawach o charakterze jednostkowym, dotyczących prowadzonej przez Radę Ministrów polityki wewnętrznej i zagranicznej oraz zadań publicznych realizowanych przez administrację rządową."
Art. 195,2,Przepisy art. 192 ust. 2-7 i art. 193 ust. 1 i 2 stosuje się odpowiednio do zapytań poselskich.
Art. 196,1,Pytania w sprawach bieżących zadawane są ustnie na każdym posiedzeniu Sejmu i wymagają bezpośredniej odpowiedzi.
Art. 196,2,"Poseł, do godziny 21.00 dnia poprzedzającego dzień rozpoczęcia posiedzenia Sejmu, informuje na piśmie Marszałka Sejmu o ogólnej tematyce pytania i jego adresacie."
Art. 196,3,"Prezydium Sejmu, po zasięgnięciu opinii Konwentu Seniorów, ustala dla każdego posiedzenia kolejność zadawania pytań."
Art. 196,4,"Prezydium Sejmu informuje posłów, które ze zgłoszonych pytań w sprawach bieżących zostają włączone do porządku dziennego określonego posiedzenia Sejmu."
Art. 196,5,"Podczas rozpatrywania ""Pytań w sprawach bieżących"" odpowiedzi udzielają ministrowie, do których są kierowane pytania, lub w wyjątkowych sytuacjach upoważnione przez nich osoby."
Art. 196,6,"Punkt porządku dziennego posiedzenia Sejmu ""Pytania w sprawach bieżących"" obejmuje rozpatrzenie nie więcej niż 11 pytań."
Art. 196,7,"Rozpatrzenie przez Sejm pytania obejmuje przedstawienie treści pytania oraz udzielenie ustnej odpowiedzi przez osobę, do której pytanie zostało skierowane, albo osobę przez nią upoważnioną. Postawienie pytania nie może trwać dłużej niż 2 minuty, zaś udzielenie odpowiedzi - nie dłużej niż 6 minut."
Art. 196,8,"Nad pytaniem i udzieloną odpowiedzią nie przeprowadza się dyskusji. Prawo do postawienia pytania dodatkowego przysługuje wyłącznie zadającemu pytanie. Dodatkowe pytanie nie może trwać dłużej niż 1 minutę, a uzupełniająca odpowiedź nie może trwać dłużej niż 3 minuty. Marszałek Sejmu może wyrazić zgodę na wydłużenie czasu odpowiedzi na pytanie dodatkowe."
Art. 199,1,Kancelaria Sejmu wykonuje zadania organizacyjno-techniczne i doradcze związane z działalnością Sejmu i jego organów.
Art. 199,2,"Kancelaria Sejmu stwarza posłom warunki do wykonywania mandatu poselskiego, a w szczególności przekazuje druki sejmowe oraz inne opracowania i materiały związane z pracami Sejmu, w tym teksty ujednolicone projektów ustaw; umożliwia korzystanie z opracowań fachowych, literatury i ekspertyz; stwarza posłom warunki uczestniczenia w pracach Sejmu i jego organów, a także zapewnia techniczno-organizacyjne i finansowe warunki działalności biur poselskich lub innych jednostek organizacyjnych do obsługi terenowej działalności posłów."
Art. 199,3,72) Kancelaria Sejmu udostępnia informację publiczną oraz informację o środowisku i jego ochronie w trybie określonym w dziale IVa.
Art. 200,1,Kancelarią Sejmu kieruje Szef Kancelarii Sejmu przy pomocy nie więcej niż dwóch zastępców.
Art. 200,2,"1) Szefa Kancelarii Sejmu powołuje i odwołuje Marszałek Sejmu, po zasięgnięciu opinii Komisji Regulaminowej, Spraw Poselskich i Immunitetowych."
Art. 200,3,"Zastępców Szefa Kancelarii Sejmu powołuje i odwołuje Marszałek Sejmu, po zasięgnięciu opinii Szefa Kancelarii Sejmu."
Art. 201,1,Szef Kancelarii Sejmu jest zwierzchnikiem służbowym wszystkich pracowników Kancelarii Sejmu i ponosi odpowiedzialność za ich działania.
Art. 201,2,Szef Kancelarii Sejmu jest odpowiedzialny za wykonanie budżetu Kancelarii Sejmu oraz majątek Skarbu Państwa będący w zarządzie Kancelarii Sejmu.
Art. 201a,,"Tworzy się System Informacyjny Sejmu, prowadzony w formie elektronicznej, przeznaczony do gromadzenia, przetwarzania i udostępniania danych związanych z działalnością Sejmu i jego organów oraz Kancelarii Sejmu."
Art. 201b,1,Osobie wykonującej zawodową działalność lobbingową oraz osobie uprawnionej do reprezentowania podmiotu wykonującego zawodową działalność lobbingową przysługuje prawo wstępu do budynków pozostających w zarządzie Kancelarii Sejmu w zakresie umożliwiającym wykonywanie tej działalności.
Art. 201b,2,"Osobie, o której mowa w ust. 1, wydawana jest na jej wniosek okresowa karta wstępu. Okresowa karta wstępu wydawana jest na czas określony i upoważnia do korzystania z określonego wejścia oraz poruszania się we wskazanych rejonach budynków pozostających w zarządzie Kancelarii Sejmu."
Art. 201b,3,"Osoba, o której mowa w ust. 1, jest obowiązana nosić okresową kartę wstępu w czasie przebywania w budynkach pozostających w zarządzie Kancelarii Sejmu, przypiętą do ubrania w miejscu umożliwiającym identyfikację."
Art. 201b,4,"Wniosek, o którym mowa w ust. 2, składany jest na urzędowym formularzu i zawiera następujące dane dotyczące podmiotu wykonującego zawodową działalność lobbingową:"
Art. 201b,1,"imię (imiona) i nazwisko oraz numer ewidencyjny PESEL osoby, o której mowa w ust. 1,"
Art. 201b,2,"informację dotyczącą interesu, który w odniesieniu do danej regulacji zamierza chronić."
Art. 201b,5,"Do wniosku, o którym mowa w ust. 2, osoba, o której mowa w ust. 1, załącza swoje zdjęcie, zaświadczenie albo oświadczenie o wpisie podmiotu, który reprezentuje, do rejestru podmiotów wykonujących zawodową działalność lobbingową oraz upoważnienie do jego reprezentowania, a także oświadczenie wskazujące podmioty, na rzecz których wykonuje tę działalność."
Art. 201b,5," Składający oświadczenia, o których mowa w ust. 5, jest obowiązany do zawarcia w nich klauzuli następującej treści: ""Jestem świadomy odpowiedzialności karnej za złożenie fałszywego oświadczenia.""."
Art. 201b,6,"Osoba, o której mowa w ust. 1, ma obowiązek poinformować o zmianie danych objętych wnioskiem, o którym mowa w ust. 2, w terminie 7 dni od dnia jej wystąpienia."
Art. 201b,7,"Dane zawarte we wniosku, o którym mowa w ust. 2, oraz w załączonych dokumentach, o których mowa w ust. 5, z wyjątkiem numeru ewidencyjnego PESEL oraz adresu osoby fizycznej, podlegają udostępnieniu w Systemie Informacyjnym Sejmu."
Art. 201c,1,"Dokumenty, w szczególności propozycje rozwiązań prawnych oraz ekspertyzy i opinie prawne, mogą być przedkładane przez osoby, o których mowa w art. 201b ust. 1, jedynie komisji rozpatrującej dany projekt ustawy albo komisji właściwej ze względu na przedmiotowy zakres jej działania."
Art. 201c,2,"Dokumenty, o których mowa w ust. 1, podlegają udostępnieniu w Systemie Informacyjnym Sejmu lub poprzez wskazanie ogólnodostępnego miejsca wyłożenia lub przechowywania tych dokumentów w Kancelarii Sejmu."
Art. 202,,"Organizację Kancelarii Sejmu określa statut Kancelarii, nadany na wniosek Szefa Kancelarii Sejmu w trybie art. 10 ust. 1 pkt 14."
Art. 202a,1,Informację publiczną Kancelaria Sejmu udostępnia poprzez ogłaszanie dokumentów i innych informacji w Systemie Informacyjnym Sejmu.
Art. 202a,2,Informacja publiczna może być udostępniana poprzez wskazanie ogólnodostępnego miejsca wyłożenia lub przechowywania informacji publicznej w Kancelarii Sejmu.
Art. 202a,3,"Informacja publiczna, która nie została udostępniona w sposób, o którym mowa w ust. 1 lub 2, udostępniana jest przez Kancelarię Sejmu na pisemny wniosek. Wniosek może być przesłany za pośrednictwem Systemu Informacyjnego Sejmu."
Art. 202b,,"Do udostępniania informacji publicznej, o której mowa w art. 202a, stosuje się odpowiednio art. 12-15 ustawy z dnia 6 września 2001 r. o dostępie do informacji publicznej (Dz. U. z 2019 r. poz. 1429)."
Art. 202c,1,"74) Odmowy udostępnienia informacji publicznej oraz umorzenia postępowania o udostępnienie informacji, w przypadku określonym w art. 14 ust. 2 ustawy z dnia 6 września 2001 r. o dostępie do informacji publicznej, dokonuje Szef Kancelarii Sejmu. Przepisy art. 16 i art. 21 ustawy stosuje się odpowiednio."
